MPID	Name	Name_in_Burmese	Constituency	ConstituencyBurmese	Region	RegionBurmese	Party	Gender	Ethnicity	Religion	DoB	Previous_Occupation	Parliament	Elected_Year	Term_End_Year
LWMP-01-0474	Major Tin Tun	ဗိုလ်မှူးတင်ထွန်း					Military	Male	Bamar	Buddhism	24-Jan-70		First Pyithu Hluttaw	2010	2015
LWMP-01-0475	Major Myint Maung	ဗိုလ်မှူးမြင့်မောင်					Military	Male	Bamar	Buddhism	5-Feb-69		First Pyithu Hluttaw	2010	2015
LWMP-01-0476	Major Tun Tun Min	ဗိုလ်မှူးထွန်းထွန်းမင်း					Military	Male	Bamar	Buddhism	17-Jun-72		First Pyithu Hluttaw	2010	2015
LWMP-01-0477	Major Soe Thein Htut	ဗိုလ်မှူးစိုးသိန်းထွဋ်					Military	Male	Bamar	Buddhism	15-Jun-71		First Pyithu Hluttaw	2010	2015
LWMP-01-0478	Major Zin Linn	ဗိုလ်မှူးဇင်လင်း					Military	Male	Bamar	Buddhism	25-Apr-67		First Pyithu Hluttaw	2010	2015
LWMP-01-0479	Major Moe Thu	ဗိုလ်မှူးမိုးသူ					Military	Male	Bamar	Buddhism	20-Aug-70		First Pyithu Hluttaw	2010	2015
LWMP-01-0480	Major Zaw Win Naing	ဗိုလ်မှူးဇော်ဝင်းနိုင်					Military	Male	Bamar	Buddhism	4-Apr-69		First Pyithu Hluttaw	2010	2015
LWMP-01-0481	Major Kyaw Min Zaw	ဗိုလ်မှူးကျော်မင်းဇော်					Military	Male	Bamar	Buddhism	17-Jul-67		First Pyithu Hluttaw	2010	2015
LWMP-01-0482	Major Zaw Zaw Moe	ဗိုလ်မှူးဇော်ဇော်မိုး					Military	Male	Bamar	Buddhism	6-Apr-68		First Pyithu Hluttaw	2010	2015
LWMP-01-0483	Major Khin Soe	ဗိုလ်မှူးခင်စိုး					Military	Male	Bamar	Buddhism	10-Apr-65		First Pyithu Hluttaw	2010	2015
LWMP-01-0484	Major Thein Zaw Win	ဗိုလ်မှူးသိန်းဇော်ဝင်း					Military	Male	Bamar	Buddhism	28-Jul-67		First Pyithu Hluttaw	2010	2015
LWMP-01-0485	Major Sein Tun	ဗိုလ်မှူးစိန်ထွန်း					Military	Male	Bamar	Buddhism	28-Mar-63		First Pyithu Hluttaw	2010	2015
LWMP-01-0486	Major Nay Win	ဗိုလ်မှူးနေဝင်း					Military	Male	Bamar	Buddhism	27-Apr-68		First Pyithu Hluttaw	2010	2015
LWMP-01-0487	Major Thein Aung	ဗိုလ်မှူးသိန်းအောင်					Military	Male	Rakhine	Buddhism	31-Jan-64		First Pyithu Hluttaw	2010	2015
LWMP-01-0488	Major Myat Moe	ဗိုလ်မှူးမြတ်မိုး					Military	Male	Bamar	Buddhism	8-Nov-64		First Pyithu Hluttaw	2010	2015
LWMP-01-0489	Major Lay Niang	ဗိုလ်မှူးလေးနိုင်					Military	Male	Bamar	Buddhism	27-Apr-66		First Pyithu Hluttaw	2010	2015
LWMP-01-0490	Major-Capt Yar Zar Tun	ဗိုလ်မှူး-ဗိုလ်ကြီးရာဇာထွန်း					Military	Male	Rakhine	Buddhism	12-Jun-80		First Pyithu Hluttaw	2010	2015
LWMP-01-0491	Major-Capt Oak Soe Hlaing	ဗိုလ်မှူး-ဗိုလ်ကြီးအုပ်စိုးလှိုင်					Military	Male	Bamar	Buddhism	5-Jul-79		First Pyithu Hluttaw	2010	2015
LWMP-01-0492	Major-Capt Aung Myat Htay	ဗိုလ်မှူး-ဗိုလ်ကြီးအောင်မြတ်ဌေး					Military	Male	Bamar	Buddhism	27-Nov-79		First Pyithu Hluttaw	2010	2015
LWMP-01-0493	Mjaor-Capt Thet Moe Aung	ဗိုလ်မှူး-ဗိုလ်ကြီးသက်မိုးအောင်					Military	Male	Bamar	Buddhism	15-Jun-80		First Pyithu Hluttaw	2010	2015
LWMP-01-0494	Major-Capt Yan Naing	ဗိုလ်မှူး-ဗိုလ်ကြီးရန်နိုင်					Military	Male	Bamar	Buddhism	21-Apr-77		First Pyithu Hluttaw	2010	2015
LWMP-01-0495	Major-Capt Kyaw Soe Min	ဗိုလ်မှူး-ဗိုလ်ကြီးကျော်စိုးမင်း					Military	Male	Bamar	Buddhism	18-Apr-77		First Pyithu Hluttaw	2010	2015
LWMP-01-0496	Major-Capt Kyaw Lwin Oo	ဗိုလ်မှူး-ဗိုလ်ကြီးကျော်လင်းဦး					Military	Male	Bamar	Buddhism	16-Apr-79		First Pyithu Hluttaw	2010	2015
LWMP-01-0497	Major-Capt Soe Win Naing	ဗိုလ်မှူး-ဗိုလ်ကြီးစိုးဝင်းနိုင်					Military	Male	Bamar	Buddhism	12-Jun-80		First Pyithu Hluttaw	2010	2015
LWMP-01-0498	Major-Capt Hein Htet Aung	ဗိုလ်မှူး-ဗိုလ်ကြီးဟိန်းထက်အောင်					Military	Male	Bamar	Buddhism	27-Jul-79		First Pyithu Hluttaw	2010	2015
LWMP-01-0499	Major-Capt Aung Naing Win	ဗိုလ်မှူး-ဗိုလ်ကြီးအောင်နိုင်ဝင်း					Military	Male	Bamar	Buddhism	16-Dec-79		First Pyithu Hluttaw	2010	2015
LWMP-01-0500	Major-Capt Kyaw Kyaw Oo	ဗိုလ်မှူး-ဗိုလ်ကြီးကျော်ကျော်ဦး					Military	Male	Bamar	Buddhism	8-Mar-80		First Pyithu Hluttaw	2010	2015
LWMP-01-0501	Major-Capt Kyaw Myo Tun	ဗိုလ်မှူး-ဗိုလ်ကြီးကျော်မျိုးထွန်း					Military	Male	Bamar	Buddhism	24-Jan-79		First Pyithu Hluttaw	2010	2015
LWMP-01-0502	Major-Capt Soe Thura	ဗိုလ်မှူး-ဗိုလ်ကြီးစိုးသူရ					Military	Male	Bamar	Buddhism	20-Jul-79		First Pyithu Hluttaw	2010	2015
LWMP-01-0503	Major-Capt Aung Kyaw Soe	ဗိုလ်မှူး-ဗိုလ်ကြီးအောင်ကျော်စိုး					Military	Male	Bamar	Buddhism	4-Nov-80		First Pyithu Hluttaw	2010	2015
LWMP-01-0504	Major-Capt Nine Khine	ဗိုလ်မှူး-ဗိုလ်ကြီးနိုင်ခိုင်					Military	Male	Bamar	Buddhism	17-Apr-80		First Pyithu Hluttaw	2010	2015
LWMP-01-0505	Major-Capt Sein Myint	ဗိုလ်မှူး-ဗိုလ်ကြီးစိန်မြင့်					Military	Male	Bamar	Buddhism	30-Jun-80		First Pyithu Hluttaw	2010	2015
LWMP-01-0506	Major-Capt Ko Ko Naing	ဗိုလ်မှူး-ဗိုလ်ကြီးကိုကိုနိုင်					Military	Male	Bamar	Buddhism	5-Jan-68		First Pyithu Hluttaw	2010	2015
LWMP-01-0507	Captain Hnin Soe	ဗိုလ်ကြီးနှင်းစိုး					Military	Male	Bamar	Buddhism	22-Feb-77		First Pyithu Hluttaw	2010	2015
LWMP-01-0508	Captain Tin Lin	ဗိုလ်ကြီးတင်လင်း					Military	Male	Bamar	Buddhism	23-Jan-73		First Pyithu Hluttaw	2010	2015
