constituency_number,constituency_name,ward_village_number,ward_village
7,ရခိုင်ပြည်နယ်,49,မြောတောင်ကျေးရွာအုပ်စု
7,ရခိုင်ပြည်နယ်,50,ဖားဝတ် ချောင်း (ရွာသစ်) ကျေးရွာအုပ်စု
7,ရခိုင်ပြည်နယ်,51,သရက်အုပ် ကျေးရွာ အုပ်စု
7,ရခိုင်ပြည်နယ်,52,မောင်နှမ ကျေးရွာအုပ်စု
7,ရခိုင်ပြည်နယ်,53,ကျောက်ပြင်ဆိပ် ကျေးရွာအုပ်စု
7,ရခိုင်ပြည်နယ်,54,သူဦးလာကျေးရွာအုပ်စု
7,ရခိုင်ပြည်နယ်,55,ကျီးကန်းပြင် ကျေးရွာအုပ်စု
7,ရခိုင်ပြည်နယ်,56,လှပိုးခေါင်ကျေးရွာအုပ်စု
7,ရခိုင်ပြည်နယ်,57,ကျောက် လှေကားကျေးရွာအုပ်စု
7,ရခိုင်ပြည်နယ်,58,သက်ကေ ပြင်ကျေးရွာအုပ်စု
7,ရခိုင်ပြည်နယ်,59,မီးတိုက်ကျေးရွာအုပ်စု
7,ရခိုင်ပြည်နယ်,60,တောင်ပြိုလက်ျာ ကျေးရွာ အုပ်စု
7,ရခိုင်ပြည်နယ်,61,ကွမ်းသီးပင် ကျေးရွာအုပ်စု
7,ရခိုင်ပြည်နယ်,62,သဲချောင်း ကျေးရွာအုပ်စု
7,ရခိုင်ပြည်နယ်,63,လိပ်ရကျေးရွာ အုပ်စု
7,ရခိုင်ပြည်နယ်,64,ကျောက်ချောင်း ကျေးရွာအုပ်စု
7,ရခိုင်ပြည်နယ်,65,ဇီးပင်ချောင်းကျေးရွာအုပ်စု
7,ရခိုင်ပြည်နယ်,66,ကျွန်းပေါက် ပြုစု ကျေးရွာ အုပ်စု
7,ရခိုင်ပြည်နယ်,67,ကျွန်ပေါက် ဆင်အိုး ကျေးရွာအုပ်စု
7,ရခိုင်ပြည်နယ်,68,ရေတွင်းပြင် ကျေးရွာ အုပ်စု
8,ရခိုင်ပြည်နယ်,1,မောင်တောမြို့နယ်အတွင်းရှိ  မြို့မအနောက်ရပ်ကွက် (မောင် တောမြို့)
8,ရခိုင်ပြည်နယ်,2,မြို့မတောင်ရပ်ကွက် (မောင်တောမြို့)
8,ရခိုင်ပြည်နယ်,3,မြို့မ မြောက်ရပ်ကွက်(မောင်တောမြို့)
8,ရခိုင်ပြည်နယ်,4,မြို့မအရှေ့ရပ်ကွက် (မောင် တောမြို့)
8,ရခိုင်ပြည်နယ်,5,ရွာသစ်ကေရပ်ကွက် (မောင်တောမြို့)
8,ရခိုင်ပြည်နယ်,6,4-မိုင် ရပ်ကွက် (မောင်တောမြို့)
8,ရခိုင်ပြည်နယ်,7,ရွှေဇားကပ္ပကောင်း ကျေးရွာ အုပ်စု
8,ရခိုင်ပြည်နယ်,8,နွားရုံတောင်ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,9,ကညင်တော ကျေးရွာ အုပ်စု
8,ရခိုင်ပြည်နယ်,10,ပေါင်းဇားကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,11,သီဟိုဠ်ကျွန်း ကျေးရွာ အုပ်စု
8,ရခိုင်ပြည်နယ်,12,မြို့ဦးကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,13,ကညင်တန်း ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,14,မြို့သူကြီးကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,15,ညောင် ချောင်း ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,16,ပန်းတောပြင် ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,17,ကျောင်းတောင်ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,18,ပဒင်း ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,19,(ဒု) ညောင်ပင်ကြီး ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,20,(ဒု)ချီးရားတန်း ကျေးရွာ အုပ်စု
8,ရခိုင်ပြည်နယ်,21,ရွာသစ်ကေ (ဂေါ်ဒူသာရ)ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,22,(ပ)ညောင်ပင်ကြီး ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,23,ဦးဒေါင်း ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,24,ကံဖူး ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,25,အလယ်သံကျော် ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,26,သံဒါကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,27,ဝါးချကျေးရွာ အုပ်စု
8,ရခိုင်ပြည်နယ်,28,တပ်ဦးချောင်း ကျေးရွာ အုပ်စု
8,ရခိုင်ပြည်နယ်,29,ဇော်မတက် ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,30,ကညင်တန်း ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,31,သရေ ကုန်တန်း ကျေးရွာ အုပ်စု
8,ရခိုင်ပြည်နယ်,32,ချိန်ခါလီကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,33,သပြေတော ကျေးရွာ အုပ်စု
8,ရခိုင်ပြည်နယ်,34,မြင်းလွှတ်ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,35,ကျောက်ပန္ဒူကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,36,သင်္ဘောကွဲ ကျေးရွာ အုပ်စု
8,ရခိုင်ပြည်နယ်,37,အင်းဒင်ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,38,သဝင်ချောင်း ကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,39,အောင်ဇေယျ (ငြိမ်းချမ်းရေး) ကျေးရွာ အုပ်စု
8,ရခိုင်ပြည်နယ်,40,ဇင်ပိုင်ညာကျေးရွာအုပ်စု
8,ရခိုင်ပြည်နယ်,41,မင်္ဂလာကြီး(ပြင်ဖြူ) ကျေးရွာအုပ်စု
9,ရခိုင်ပြည်နယ်,0,ဘူးသီးတောင်မြို့နယ်တစ်ခုလုံး
10,ရခိုင်ပြည်နယ်,0,ကျောက်ဖြူမြို့နယ်
10,ရခိုင်ပြည်နယ်,0,မာန်အောင်မြို့နယ်
11,ရခိုင်ပြည်နယ်,0,ရမ်းဗြဲမြို့နယ်
11,ရခိုင်ပြည်နယ်,0,အမ်းမြို့နယ်
12,ရခိုင်ပြည်နယ်,0,သံတွဲခရိုင်တစ်ခုလုံး
1,ရန်ကုန်တိုင်းဒေသကြီး,0,ဒဂုံမြို့သစ်(မြောက်ပိုင်း)မြို့နယ်
1,ရန်ကုန်တိုင်းဒေသကြီး,0,ဒဂုံမြို့သစ်(အရှေ့ပိုင်း) မြို့နယ်
1,ရန်ကုန်တိုင်းဒေသကြီး,0,မြောက်ဥက္ကလာပမြို့နယ်
2,ရန်ကုန်တိုင်းဒေသကြီး,0,ဒဂုံမြို့သစ်(တောင်ပိုင်း)မြို့နယ်
2,ရန်ကုန်တိုင်းဒေသကြီး,0,ဒဂုံမြို့သစ် (ဆိပ်ကမ်း) မြို့နယ်
3,ရန်ကုန်တိုင်းဒေသကြီး,0,တောင်ဥက္ကလာပမြို့နယ်
3,ရန်ကုန်တိုင်းဒေသကြီး,0,ရန်ကင်းမြို့နယ်
3,ရန်ကုန်တိုင်းဒေသကြီး,0,တာမွေမြို့နယ်
3,ရန်ကုန်တိုင်းဒေသကြီး,0,သင်္ဃန်းကျွန်းမြို့နယ်
4,ရန်ကုန်တိုင်းဒေသကြီး,0,မင်္ဂလာတောင်ညွန့်မြို့နယ်
4,ရန်ကုန်တိုင်းဒေသကြီး,0,သာကေတမြို့နယ်
4,ရန်ကုန်တိုင်းဒေသကြီး,0,ဒေါပုံမြို့နယ်
4,ရန်ကုန်တိုင်းဒေသကြီး,0,ပုဇွန်တောင်မြို့နယ်နှင့် ဗိုလ်တထောင်မြို့နယ်
5,ရန်ကုန်တိုင်းဒေသကြီး,0,မရမ်းကုန်းမြို့နယ်
5,ရန်ကုန်တိုင်းဒေသကြီး,0,ဗဟန်းမြို့နယ်
5,ရန်ကုန်တိုင်းဒေသကြီး,0,ဒဂုံမြို့နယ်
5,ရန်ကုန်တိုင်းဒေသကြီး,0,စမ်းချောင်း မြို့နယ်
5,ရန်ကုန်တိုင်းဒေသကြီး,0,ပန်းဘဲတန်းမြို့နယ်
5,ရန်ကုန်တိုင်းဒေသကြီး,0,ကျောက်တံတားမြို့နယ်
6,ရန်ကုန်တိုင်းဒေသကြီး,0,ကမာရွတ်မြို့နယ်
6,ရန်ကုန်တိုင်းဒေသကြီး,0,လှိုင်မြို့နယ်
6,ရန်ကုန်တိုင်းဒေသကြီး,0,ကြည့်မြင်တိုင်မြို့နယ်
6,ရန်ကုန်တိုင်းဒေသကြီး,0,လသာမြို့နယ်
6,ရန်ကုန်တိုင်းဒေသကြီး,0,လမ်းမတော်မြို့နယ်
6,ရန်ကုန်တိုင်းဒေသကြီး,0,အလုံမြို့နယ်
6,ရန်ကုန်တိုင်းဒေသကြီး,0, ဆိပ်ကမ်းမြို့နယ်
7,ရန်ကုန်တိုင်းဒေသကြီး,0,သန်လျင်မြို့နယ်
7,ရန်ကုန်တိုင်းဒေသကြီး,0,ကျောက်တန်းမြို့နယ်
7,ရန်ကုန်တိုင်းဒေသကြီး,0,ခရမ်းမြို့နယ်
7,ရန်ကုန်တိုင်းဒေသကြီး,0, သုံးခွ မြို့နယ်
8,ရန်ကုန်တိုင်းဒေသကြီး,0,တွံတေးမြို့နယ်
8,ရန်ကုန်တိုင်းဒေသကြီး,0,ဒလမြို့နယ်
8,ရန်ကုန်တိုင်းဒေသကြီး,0,ကော့မှူးမြို့နယ်
8,ရန်ကုန်တိုင်းဒေသကြီး,0,ဆိပ်ကြီး / ခနောင်တိုမြို့နယ်
8,ရန်ကုန်တိုင်းဒေသကြီး,0,ကွမ်းခြံကုန်းမြို့နယ်
8,ရန်ကုန်တိုင်းဒေသကြီး,0,ကိုကိုးကျွန်းမြို့နယ်
9,ရန်ကုန်တိုင်းဒေသကြီး,0,ထန်းတပင်မြို့နယ်
9,ရန်ကုန်တိုင်းဒေသကြီး,0,ရွှေပြည်သာမြို့နယ်
9,ရန်ကုန်တိုင်းဒေသကြီး,0,မှော်ဘီမြို့နယ်
10,ရန်ကုန်တိုင်းဒေသကြီး,0,အင်းစိန်မြို့နယ်
10,ရန်ကုန်တိုင်းဒေသကြီး,0,မင်္ဂလာဒုံမြို့နယ်
11,ရန်ကုန်တိုင်းဒေသကြီး,0,လှိုင်သာယာမြို့နယ်
12,ရန်ကုန်တိုင်းဒေသကြီး,0,တိုက်ကြီးမြို့နယ်
12,ရန်ကုန်တိုင်းဒေသကြီး,0,လှည်းကူးမြို့နယ်
1,ရှမ်းပြည်နယ်,0,တောင်ကြီးခရိုင်အတွင်းရှိတောင်ကြီးမြို့နယ်
1,ရှမ်းပြည်နယ်,0,ညောင်ရွှေမြို့နယ်
1,ရှမ်းပြည်နယ်,0,ရပ်စောက်မြို့နယ်
1,ရှမ်းပြည်နယ်,0,ကလောမြို့နယ်နှင့် ဖယ်ခုံမြို့နယ်
2,ရှမ်းပြည်နယ်,0,လွိုင်လင်ခရိုင်
2,ရှမ်းပြည်နယ်,0,လင်းခေးခရိုင်
3,ရှမ်းပြည်နယ်,0,လားရှိုးခရိုင်တစ်ခုလုံး
4,ရှမ်းပြည်နယ်,0,ကျောက်မဲခရိုင်အတွင်းရှိ ကျောက်မဲမြို့နယ်
4,ရှမ်းပြည်နယ်,0,သီပေါမြို့နယ်
4,ရှမ်းပြည်နယ်,0,နမ္မတူမြို့နယ်
4,ရှမ်းပြည်နယ်,0,နောင်ချိုမြို့နယ်
4,ရှမ်းပြည်နယ်,0,မိုးမိတ်ခရိုင် တစ်ခုလုံး
5,ရှမ်းပြည်နယ်,0,မူဆယ်ခရိုင်တစ်ခုလုံး
6,ရှမ်းပြည်နယ်,0,ကျိုင်းတုံခရိုင်တစ်ခုလုံး
7,ရှမ်းပြည်နယ်,0,တာချီလိတ်ခရိုင်
7,ရှမ်းပြည်နယ်,0,မိုင်းဆတ်ခရိုင်
8,ရှမ်းပြည်နယ်,0,ဓနုကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ။(ရွာငံမြို့နယ်
8,ရှမ်းပြည်နယ်,0,ပင်းတယမြို့နယ်)
9,ရှမ်းပြည်နယ်,0,ပအိုဝ်းကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ။(ဟိုပုံးမြို့နယ်
9,ရှမ်းပြည်နယ်,0,ဆီဆိုင်မြို့နယ်
9,ရှမ်းပြည်နယ်,0,ပင်လောင်းမြို့နယ်)
10,ရှမ်းပြည်နယ်,0,ပလောင်ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ။(နမ့်ဆန်မြို့နယ်
10,ရှမ်းပြည်နယ်,0,မန်တုံမြို့နယ်)
11,ရှမ်းပြည်နယ်,0,ကိုးကန့်ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ။(ကုန်းကြမ်းမြို့နယ်
11,ရှမ်းပြည်နယ်,0,လောက်ကိုင်မြို့နယ်)
12,ရှမ်းပြည်နယ်,0,“ဝ” ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း။(ဟိုပန်မြို့နယ်
12,ရှမ်းပြည်နယ်,0,မိုင်းမောမြို့နယ်
12,ရှမ်းပြည်နယ်,0,ပန်ဝိုင်မြို့နယ်
12,ရှမ်းပြည်နယ်,0,နားဖန်း မြို့နယ်
12,ရှမ်းပြည်နယ်,0,မက်မန်းမြို့နယ်
12,ရှမ်းပြည်နယ်,0,ပန်ဆန်း(ပန်ခမ်း)မြို့နယ်)
1,ဧရာဝတီတိုင်းဒေသကြီး,0,ပုသိမ်မြို့နယ်
1,ဧရာဝတီတိုင်းဒေသကြီး,0,ငပုတောမြို့နယ်
2,ဧရာဝတီတိုင်းဒေသကြီး,0,ကန်ကြီးထောင့်မြို့နယ်
2,ဧရာဝတီတိုင်းဒေသကြီး,0,သာပေါင်းမြို့နယ်နှင့် ကျောင်းကုန်း မြို့နယ်
3,ဧရာဝတီတိုင်းဒေသကြီး,0,ကျုံပျော်မြို့နယ်
3,ဧရာဝတီတိုင်းဒေသကြီး,0,ရေကြည်မြို့နယ်
4,ဧရာဝတီတိုင်းဒေသကြီး,0,ဟင်္သာတမြို့နယ် နှင့် ဇလွန်မြို့နယ်
4,ဧရာဝတီတိုင်းဒေသကြီး,0,လေးမျက်နှာမြို့နယ်
5,ဧရာဝတီတိုင်းဒေသကြီး,0,အင်္ဂပူမြို့နယ်
5,ဧရာဝတီတိုင်းဒေသကြီး,0,မြန်အောင်မြို့နယ်
5,ဧရာဝတီတိုင်းဒေသကြီး,0,ကြံခင်းမြို့နယ်
6,ဧရာဝတီတိုင်းဒေသကြီး,0,မြောင်းမြမြို့နယ်တစ်ခုလုံး
7,ဧရာဝတီတိုင်းဒေသကြီး,0,ဝါးခယ်မမြို့နယ်
7,ဧရာဝတီတိုင်းဒေသကြီး,0,အိမ်မဲမြို့နယ်
8,ဧရာဝတီတိုင်းဒေသကြီး,0,မအူပင်မြို့နယ်
8,ဧရာဝတီတိုင်းဒေသကြီး,0,ညောင်တုန်းမြို့နယ်
9,ဧရာဝတီတိုင်းဒေသကြီး,0,ပန်းတနော်မြို့နယ်
9,ဧရာဝတီတိုင်းဒေသကြီး,0,ဓနုဖြူမြို့နယ်
10,ဧရာဝတီတိုင်းဒေသကြီး,0,ဖျာပုံမြို့နယ်
10,ဧရာဝတီတိုင်းဒေသကြီး,0,ဒေးဒရဲမြို့နယ်
11,ဧရာဝတီတိုင်းဒေသကြီး,0,ဘိုကလေးမြို့နယ်
11,ဧရာဝတီတိုင်းဒေသကြီး,0,ကျိုက်လတ်မြို့နယ်
12,ဧရာဝတီတိုင်းဒေသကြီး,0,လပွတ္တာခရိုင်တစ်ခုလုံး
